instance_id,model,dataset,coherence,plausibility,completeness,composite_score
Mercury_7136885,Phi-3,arc-challenge,5,5,5,5.0
Mercury_SC_401766,Phi-3,arc-challenge,5,5,5,5.0
Mercury_7016800,Phi-3,arc-challenge,3,3,1,2.3333
MCAS_2014_5_7,Phi-3,arc-challenge,3,4,2,3.0
Mercury_SC_407400,Phi-3,arc-challenge,3,4,2,3.0
NYSEDREGENTS_2008_8_34,Phi-3,arc-challenge,5,5,5,5.0
Mercury_414099,Phi-3,arc-challenge,5,5,5,5.0
Mercury_7137165,Phi-3,arc-challenge,5,5,4,4.6667
ACTAAP_2011_5_16,Phi-3,arc-challenge,5,5,3,4.3333
MEA_2010_8_1,Phi-3,arc-challenge,3,2,3,2.6667
Mercury_415093,Phi-3,arc-challenge,4,5,2,3.6667
Mercury_SC_412374,Phi-3,arc-challenge,3,4,2,3.0
MEAP_2005_8_21,Phi-3,arc-challenge,3,3,2,2.6667
Mercury_407327,Phi-3,arc-challenge,3,4,1,2.6667
Mercury_SC_407610,Phi-3,arc-challenge,5,5,5,5.0
Mercury_7068513,Phi-3,arc-challenge,5,5,3,4.3333
ACTAAP_2014_5_8,Phi-3,arc-challenge,2,2,2,2.0
TAKS_2009_5_26,Phi-3,arc-challenge,5,5,5,5.0
FCAT_2008_5_2,Phi-3,arc-challenge,5,5,3,4.3333
Mercury_SC_416529,Phi-3,arc-challenge,5,5,4,4.6667
Mercury_185010,Phi-3,arc-challenge,5,5,4,4.6667
Mercury_SC_401277,Phi-3,arc-challenge,4,5,1,3.3333
Mercury_406550,Phi-3,arc-challenge,5,5,5,5.0
Mercury_402501,Phi-3,arc-challenge,5,5,5,5.0
ACTAAP_2009_7_8,Phi-3,arc-challenge,4,5,2,3.6667
MCAS_2005_5_25,Phi-3,arc-challenge,5,5,5,5.0
Mercury_7013965,Phi-3,arc-challenge,5,5,3,4.3333
Mercury_SC_400383,Phi-3,arc-challenge,4,4,2,3.3333
Mercury_178325,Phi-3,arc-challenge,4,4,1,3.0
Mercury_180373,Phi-3,arc-challenge,5,5,4,4.6667
Mercury_7171605,Phi-3,arc-challenge,2,2,1,1.6667
TIMSS_1995_8_J1,Phi-3,arc-challenge,5,5,4,4.6667
Mercury_SC_401272,Phi-3,arc-challenge,4,4,2,3.3333
Mercury_7058415,Phi-3,arc-challenge,2,2,1,1.6667
AKDE&ED_2008_8_53,Phi-3,arc-challenge,5,5,4,4.6667
Mercury_409115,Phi-3,arc-challenge,4,5,1,3.3333
MCAS_2014_8_20,Phi-3,arc-challenge,4,4,2,3.3333
Mercury_7026355,Phi-3,arc-challenge,5,4,4,4.3333
Mercury_7218820,Phi-3,arc-challenge,3,4,1,2.6667
Mercury_405947,Phi-3,arc-challenge,4,4,2,3.3333
TAKS_2009_8_32,Phi-3,arc-challenge,4,4,2,3.3333
AIMS_2008_8_6,Phi-3,arc-challenge,4,5,4,4.3333
Mercury_SC_400059,Phi-3,arc-challenge,5,5,4,4.6667
Mercury_7056858,Phi-3,arc-challenge,5,5,4,4.6667
Mercury_SC_400701,Phi-3,arc-challenge,4,4,2,3.3333
TIMSS_2003_4_pg7,Phi-3,arc-challenge,3,4,1,2.6667
Mercury_406777,Phi-3,arc-challenge,5,5,4,4.6667
MEA_2016_8_12,Phi-3,arc-challenge,3,4,1,2.6667
TIMSS_2011_8_pg102,Phi-3,arc-challenge,5,4,3,4.0
MDSA_2009_8_2,Phi-3,arc-challenge,4,5,2,3.6667
Mercury_402145,Phi-3,arc-challenge,5,3,1,3.0
Mercury_SC_416155,Phi-3,arc-challenge,5,5,5,5.0
Mercury_SC_413299,Phi-3,arc-challenge,5,5,5,5.0
AIMS_2009_4_5,Phi-3,arc-challenge,4,5,2,3.6667
Mercury_7263375,Phi-3,arc-challenge,3,3,3,3.0
Mercury_7029803,Phi-3,arc-challenge,4,5,4,4.3333
Mercury_7168805,Phi-3,arc-challenge,4,3,2,3.0
Mercury_410669,Phi-3,arc-challenge,4,4,2,3.3333
Mercury_7215845,Phi-3,arc-challenge,4,5,2,3.6667
Mercury_400699,Phi-3,arc-challenge,2,1,1,1.3333
MEAP_2005_8_39,Phi-3,arc-challenge,4,4,3,3.6667
Mercury_7247013,Phi-3,arc-challenge,4,4,2,3.3333
Mercury_7216248,Phi-3,arc-challenge,5,5,4,4.6667
Mercury_7057173,Phi-3,arc-challenge,4,4,2,3.3333
Mercury_SC_405533,Phi-3,arc-challenge,2,3,1,2.0
LEAP_2000_8_4,Phi-3,arc-challenge,3,3,2,2.6667
Mercury_7186358,Phi-3,arc-challenge,4,4,1,3.0
MCAS_2004_9_15-v1,Phi-3,arc-challenge,5,5,4,4.6667
AKDE&ED_2008_8_47,Phi-3,arc-challenge,5,5,5,5.0
NYSEDREGENTS_2015_4_29,Phi-3,arc-challenge,5,5,5,5.0
Mercury_7099330,Phi-3,arc-challenge,3,3,2,2.6667
Mercury_409301,Phi-3,arc-challenge,3,3,3,3.0
Mercury_SC_405726,Phi-3,arc-challenge,5,5,5,5.0
Mercury_SC_401818,Phi-3,arc-challenge,3,3,1,2.3333
Mercury_7016765,Phi-3,arc-challenge,3,3,1,2.3333
Mercury_7086695,Phi-3,arc-challenge,4,4,2,3.3333
Mercury_400500,Phi-3,arc-challenge,5,5,4,4.6667
Mercury_410807,Phi-3,arc-challenge,3,4,2,3.0
Mercury_7210473,Phi-3,arc-challenge,4,4,3,3.6667
Mercury_7107170,Phi-3,arc-challenge,3,3,2,2.6667
Mercury_7206938,Phi-3,arc-challenge,3,3,1,2.3333
Mercury_SC_400708,Phi-3,arc-challenge,5,5,5,5.0
Mercury_7228725,Phi-3,arc-challenge,3,4,1,2.6667
TIMSS_2007_8_pg60,Phi-3,arc-challenge,5,5,5,5.0
Mercury_7027160,Phi-3,arc-challenge,4,3,2,3.0
Mercury_7109463,Phi-3,arc-challenge,3,3,1,2.3333
TIMSS_2011_4_pg27,Phi-3,arc-challenge,5,5,5,5.0
Mercury_7103600,Phi-3,arc-challenge,5,5,3,4.3333
Mercury_7166425,Phi-3,arc-challenge,3,4,1,2.6667
Mercury_412202,Phi-3,arc-challenge,4,5,3,4.0
TAKS_2009_8_36,Phi-3,arc-challenge,5,3,3,3.6667
Mercury_7141610,Phi-3,arc-challenge,4,4,3,3.6667
Mercury_SC_415407,Phi-3,arc-challenge,4,5,2,3.6667
Mercury_7249708,Phi-3,arc-challenge,5,5,4,4.6667
Mercury_7024465,Phi-3,arc-challenge,4,4,2,3.3333
Mercury_7212678,Phi-3,arc-challenge,3,3,3,3.0
Mercury_SC_406725,Phi-3,arc-challenge,5,3,3,3.6667
Mercury_409647,Phi-3,arc-challenge,4,5,2,3.6667
Mercury_LBS11018,Phi-3,arc-challenge,5,5,3,4.3333
Mercury_7139878,Phi-3,arc-challenge,3,3,1,2.3333
NYSEDREGENTS_2010_4_4,Phi-3,arc-challenge,2,2,1,1.6667
Mercury_7210245,Phi-3,arc-challenge,5,5,4,4.6667
Mercury_400407,Phi-3,arc-challenge,4,5,3,4.0
AKDE&ED_2008_4_25,Phi-3,arc-challenge,4,4,3,3.6667
Mercury_7212993,Phi-3,arc-challenge,5,5,5,5.0
Mercury_7097493,Phi-3,arc-challenge,4,4,2,3.3333
Mercury_7270393,Phi-3,arc-challenge,3,1,1,1.6667
Mercury_7201740,Phi-3,arc-challenge,2,2,1,1.6667
Mercury_SC_414041,Phi-3,arc-challenge,5,5,4,4.6667
Mercury_7182245,Phi-3,arc-challenge,4,3,2,3.0
Mercury_SC_401366,Phi-3,arc-challenge,2,2,1,1.6667
Mercury_412681,Phi-3,arc-challenge,1,2,1,1.3333
Mercury_7102323,Phi-3,arc-challenge,5,5,5,5.0
Mercury_407260,Phi-3,arc-challenge,3,4,1,2.6667
Mercury_7250058,Phi-3,arc-challenge,5,5,5,5.0
Mercury_SC_401278,Phi-3,arc-challenge,5,5,5,5.0
NYSEDREGENTS_2008_8_30,Phi-3,arc-challenge,5,5,4,4.6667
Mercury_7084665,Phi-3,arc-challenge,3,3,2,2.6667
Mercury_400687,Phi-3,arc-challenge,3,3,2,2.6667
Mercury_SC_401290,Phi-3,arc-challenge,3,4,1,2.6667
Mercury_7043820,Phi-3,arc-challenge,5,5,5,5.0
Mercury_SC_401116,Phi-3,arc-challenge,5,5,4,4.6667
MCAS_2005_9_17,Phi-3,arc-challenge,3,3,1,2.3333
AKDE&ED_2008_8_7,Phi-3,arc-challenge,3,3,1,2.3333
Mercury_405873,Phi-3,arc-challenge,3,4,1,2.6667
MDSA_2009_5_20,Phi-3,arc-challenge,4,4,2,3.3333
Mercury_7215828,Phi-3,arc-challenge,4,5,1,3.3333
Mercury_7093153,Phi-3,arc-challenge,4,4,1,3.0
Mercury_7234308,Phi-3,arc-challenge,4,5,3,4.0
MCAS_2003_5_33,Phi-3,arc-challenge,4,4,2,3.3333
Mercury_7127943,Phi-3,arc-challenge,3,4,2,3.0
Mercury_401699,Phi-3,arc-challenge,4,4,2,3.3333
LEAP_2007_8_10417,Phi-3,arc-challenge,4,4,2,3.3333
Mercury_SC_409171,Phi-3,arc-challenge,5,5,5,5.0
Mercury_7235638,Phi-3,arc-challenge,4,4,2,3.3333
Mercury_406136,Phi-3,arc-challenge,4,4,2,3.3333
Mercury_SC_405086,Phi-3,arc-challenge,4,4,3,3.6667
TIMSS_2007_8_pg109,Phi-3,arc-challenge,3,4,1,2.6667
MCAS_2003_8_11,Phi-3,arc-challenge,5,5,5,5.0
MCAS_2005_5_34,Phi-3,arc-challenge,3,3,2,2.6667
Mercury_400877,Phi-3,arc-challenge,5,5,5,5.0
Mercury_7252088,Phi-3,arc-challenge,4,5,3,4.0
Mercury_403234,Phi-3,arc-challenge,2,2,2,2.0
Mercury_404894,Phi-3,arc-challenge,4,5,3,4.0
Mercury_7221655,Phi-3,arc-challenge,3,3,1,2.3333
Mercury_SC_402029,Phi-3,arc-challenge,5,5,3,4.3333
Mercury_7034843,Phi-3,arc-challenge,3,2,2,2.3333
Mercury_7094290,Phi-3,arc-challenge,3,4,2,3.0
Mercury_400811,Phi-3,arc-challenge,3,3,2,2.6667
Mercury_7027405,Phi-3,arc-challenge,4,4,2,3.3333
Mercury_416645,Phi-3,arc-challenge,3,3,1,2.3333
Mercury_7271758,Phi-3,arc-challenge,2,3,1,2.0
AKDE&ED_2008_4_19,Phi-3,arc-challenge,5,5,4,4.6667
AIMS_2009_8_14,Phi-3,arc-challenge,5,5,3,4.3333
Mercury_SC_413624,Phi-3,arc-challenge,5,5,4,4.6667
Mercury_7142415,Phi-3,arc-challenge,5,5,5,5.0
Mercury_SC_408324,Phi-3,arc-challenge,3,3,3,3.0
Mercury_7252753,Phi-3,arc-challenge,5,5,5,5.0
MCAS_2006_9_44,Phi-3,arc-challenge,2,1,1,1.3333
Mercury_7116288,Phi-3,arc-challenge,5,5,5,5.0
Mercury_7082845,Phi-3,arc-challenge,3,3,2,2.6667
Mercury_414352,Phi-3,arc-challenge,5,5,3,4.3333
NYSEDREGENTS_2008_8_11,Phi-3,arc-challenge,5,5,4,4.6667
Mercury_184975,Phi-3,arc-challenge,3,4,1,2.6667
Mercury_SC_402638,Phi-3,arc-challenge,4,4,1,3.0
Mercury_7271128,Phi-3,arc-challenge,5,5,5,5.0
TIMSS_1995_8_N2,Phi-3,arc-challenge,4,4,3,3.6667
MCAS_2011_8_15365,Phi-3,arc-challenge,3,3,1,2.3333
Mercury_SC_402994,Phi-3,arc-challenge,3,3,3,3.0
Mercury_183820,Phi-3,arc-challenge,4,4,2,3.3333
Mercury_SC_413549,Phi-3,arc-challenge,5,5,4,4.6667
Mercury_7162400,Phi-3,arc-challenge,5,5,5,5.0
Mercury_185325,Phi-3,arc-challenge,4,4,2,3.3333
Mercury_7086660,Phi-3,arc-challenge,5,5,5,5.0
Mercury_LBS10610,Phi-3,arc-challenge,5,5,5,5.0
Mercury_SC_401372,Phi-3,arc-challenge,4,4,1,3.0
MDSA_2007_8_17,Phi-3,arc-challenge,5,5,5,5.0
Mercury_SC_408366,Phi-3,arc-challenge,3,3,2,2.6667
Mercury_SC_407070,Phi-3,arc-challenge,5,5,2,4.0
MCAS_2004_9_2,Phi-3,arc-challenge,4,4,2,3.3333
7-664,Phi-3,openbook,5,5,4,4.6667
8-165,Phi-3,openbook,5,5,4,4.6667
1300,Phi-3,openbook,5,5,5,5.0
648,Phi-3,openbook,3,4,2,3.0
268,Phi-3,openbook,3,2,2,2.3333
1160,Phi-3,openbook,4,2,2,2.6667
1032,Phi-3,openbook,5,5,3,4.3333
7-1108,Phi-3,openbook,3,3,1,2.3333
1923,Phi-3,openbook,5,5,4,4.6667
9-298,Phi-3,openbook,4,5,2,3.6667
508,Phi-3,openbook,3,4,1,2.6667
326,Phi-3,openbook,2,2,1,1.6667
9-18,Phi-3,openbook,5,5,3,4.3333
9-368,Phi-3,openbook,5,5,4,4.6667
9-149,Phi-3,openbook,5,5,4,4.6667
1215,Phi-3,openbook,3,4,2,3.0
9-1030,Phi-3,openbook,3,3,1,2.3333
9-44,Phi-3,openbook,4,4,2,3.3333
7-891,Phi-3,openbook,3,4,2,3.0
1161,Phi-3,openbook,2,3,1,2.0
406,Phi-3,openbook,3,2,2,2.3333
8-79,Phi-3,openbook,4,5,2,3.6667
7-479,Phi-3,openbook,4,3,2,3.0
1924,Phi-3,openbook,4,4,3,3.6667
9-1102,Phi-3,openbook,5,5,5,5.0
880,Phi-3,openbook,2,2,2,2.0
9-937,Phi-3,openbook,5,5,5,5.0
7-942,Phi-3,openbook,2,3,1,2.0
28,Phi-3,openbook,2,2,2,2.0
1942,Phi-3,openbook,3,4,2,3.0
7-444,Phi-3,openbook,3,3,1,2.3333
9-409,Phi-3,openbook,3,3,2,2.6667
745,Phi-3,openbook,2,2,1,1.6667
8-343,Phi-3,openbook,3,3,2,2.6667
7-807,Phi-3,openbook,4,4,2,3.3333
9-230,Phi-3,openbook,4,4,3,3.6667
9-633,Phi-3,openbook,5,5,5,5.0
158,Phi-3,openbook,5,5,5,5.0
1702,Phi-3,openbook,3,4,2,3.0
378,Phi-3,openbook,3,4,2,3.0
8-491,Phi-3,openbook,4,5,2,3.6667
7-52,Phi-3,openbook,5,5,4,4.6667
9-519,Phi-3,openbook,4,4,3,3.6667
9-416,Phi-3,openbook,3,3,1,2.3333
9-655,Phi-3,openbook,4,4,2,3.3333
1272,Phi-3,openbook,4,4,3,3.6667
8-49,Phi-3,openbook,5,5,1,3.6667
9-30,Phi-3,openbook,5,5,5,5.0
7-1050,Phi-3,openbook,4,4,3,3.6667
9-501,Phi-3,openbook,2,2,1,1.6667
9-491,Phi-3,openbook,5,5,3,4.3333
48,Phi-3,openbook,5,5,5,5.0
279,Phi-3,openbook,5,5,5,5.0
9-1163,Phi-3,openbook,2,2,2,2.0
1618,Phi-3,openbook,5,5,4,4.6667
1759,Phi-3,openbook,5,5,3,4.3333
7-988,Phi-3,openbook,4,5,2,3.6667
8-107,Phi-3,openbook,5,5,4,4.6667
9-1053,Phi-3,openbook,3,3,2,2.6667
8-93,Phi-3,openbook,2,2,2,2.0
9-510,Phi-3,openbook,4,3,3,3.3333
9-908,Phi-3,openbook,4,4,2,3.3333
9-24,Phi-3,openbook,4,4,3,3.6667
7-999,Phi-3,openbook,4,4,2,3.3333
769,Phi-3,openbook,2,2,1,1.6667
7-50,Phi-3,openbook,5,5,4,4.6667
9-540,Phi-3,openbook,4,5,4,4.3333
520,Phi-3,openbook,3,4,1,2.6667
9-350,Phi-3,openbook,4,4,2,3.3333
7-671,Phi-3,openbook,5,5,3,4.3333
7-284,Phi-3,openbook,4,4,2,3.3333
7-1044,Phi-3,openbook,5,5,3,4.3333
429,Phi-3,openbook,4,4,3,3.6667
397,Phi-3,openbook,4,5,3,4.0
8-308,Phi-3,openbook,4,5,2,3.6667
7-1122,Phi-3,openbook,1,2,1,1.3333
1787,Phi-3,openbook,5,5,4,4.6667
8-205,Phi-3,openbook,4,4,3,3.6667
7-49,Phi-3,openbook,5,5,5,5.0
9-983,Phi-3,openbook,5,5,4,4.6667
1426,Phi-3,openbook,2,3,1,2.0
1297,Phi-3,openbook,5,5,5,5.0
9-79,Phi-3,openbook,3,3,1,2.3333
9-1166,Phi-3,openbook,2,2,1,1.6667
9-597,Phi-3,openbook,3,4,1,2.6667
8-304,Phi-3,openbook,4,5,3,4.0
591,Phi-3,openbook,4,4,3,3.6667
570,Phi-3,openbook,4,4,2,3.3333
8-35,Phi-3,openbook,4,5,2,3.6667
9-73,Phi-3,openbook,5,5,3,4.3333
788,Phi-3,openbook,4,4,4,4.0
9-637,Phi-3,openbook,5,5,5,5.0
75,Phi-3,openbook,3,3,3,3.0
9-110,Phi-3,openbook,3,3,2,2.6667
1200,Phi-3,openbook,1,1,2,1.3333
568,Phi-3,openbook,3,3,2,2.6667
9-227,Phi-3,openbook,4,4,3,3.6667
1530,Phi-3,openbook,3,4,1,2.6667
1911,Phi-3,openbook,4,4,2,3.3333
9-1164,Phi-3,openbook,3,3,3,3.0
898,Phi-3,openbook,5,5,3,4.3333
9-674,Phi-3,openbook,4,4,3,3.6667
7-1132,Phi-3,openbook,3,3,2,2.6667
7-1159,Phi-3,openbook,5,5,3,4.3333
1023,Phi-3,openbook,3,2,2,2.3333
8-333,Phi-3,openbook,3,3,1,2.3333
7-1140,Phi-3,openbook,5,5,3,4.3333
7-171,Phi-3,openbook,3,4,2,3.0
8-260,Phi-3,openbook,2,3,1,2.0
9-774,Phi-3,openbook,4,5,3,4.0
1139,Phi-3,openbook,5,5,3,4.3333
9-463,Phi-3,openbook,3,3,1,2.3333
9-179,Phi-3,openbook,4,4,3,3.6667
473,Phi-3,openbook,5,5,4,4.6667
7-203,Phi-3,openbook,3,4,1,2.6667
9-504,Phi-3,openbook,3,3,3,3.0
9-675,Phi-3,openbook,4,4,3,3.6667
7-1197,Phi-3,openbook,3,3,1,2.3333
7-725,Phi-3,openbook,5,5,5,5.0
8-318,Phi-3,openbook,5,5,3,4.3333
7-333,Phi-3,openbook,4,4,2,3.3333
437,Phi-3,openbook,4,4,2,3.3333
170,Phi-3,openbook,3,4,1,2.6667
1231,Phi-3,openbook,2,2,1,1.6667
9-229,Phi-3,openbook,2,2,1,1.6667
9-159,Phi-3,openbook,5,5,3,4.3333
8-378,Phi-3,openbook,5,5,2,4.0
9-1139,Phi-3,openbook,3,3,1,2.3333
1095,Phi-3,openbook,3,3,1,2.3333
9-199,Phi-3,openbook,4,4,2,3.3333
8-135,Phi-3,openbook,5,5,3,4.3333
229,Phi-3,openbook,3,4,1,2.6667
9-988,Phi-3,openbook,3,3,3,3.0
8-445,Phi-3,openbook,4,4,2,3.3333
1611,Phi-3,openbook,5,5,4,4.6667
8-53,Phi-3,openbook,4,4,2,3.3333
7-1018,Phi-3,openbook,5,5,3,4.3333
7-157,Phi-3,openbook,3,3,1,2.3333
9-163,Phi-3,openbook,5,5,5,5.0
9-271,Phi-3,openbook,2,2,1,1.6667
82,Phi-3,openbook,5,5,4,4.6667
9-786,Phi-3,openbook,2,3,2,2.3333
395,Phi-3,openbook,5,4,5,4.6667
9-124,Phi-3,openbook,2,1,1,1.3333
9-418,Phi-3,openbook,5,5,3,4.3333
8-393,Phi-3,openbook,5,5,2,4.0
761,Phi-3,openbook,2,1,2,1.6667
785,Phi-3,openbook,4,4,3,3.6667
1582,Phi-3,openbook,5,5,5,5.0
8-125,Phi-3,openbook,4,5,2,3.6667
7-823,Phi-3,openbook,3,4,1,2.6667
8-466,Phi-3,openbook,4,4,3,3.6667
266,Phi-3,openbook,4,5,2,3.6667
1577,Phi-3,openbook,4,4,4,4.0
758,Phi-3,openbook,3,3,2,2.6667
9-757,Phi-3,openbook,4,3,2,3.0
9-794,Phi-3,openbook,5,5,4,4.6667
9-393,Phi-3,openbook,4,4,3,3.6667
7-140,Phi-3,openbook,3,3,1,2.3333
8-59,Phi-3,openbook,4,4,1,3.0
7-677,Phi-3,openbook,4,4,2,3.3333
9-29,Phi-3,openbook,5,5,4,4.6667
7-445,Phi-3,openbook,4,5,2,3.6667
8-45,Phi-3,openbook,5,5,4,4.6667
7-511,Phi-3,openbook,3,4,1,2.6667
9-993,Phi-3,openbook,5,5,3,4.3333
7-71,Phi-3,openbook,5,5,3,4.3333
359,Phi-3,openbook,5,5,5,5.0
530,Phi-3,openbook,3,3,1,2.3333
132,Phi-3,openbook,4,4,3,3.6667
9-187,Phi-3,openbook,5,5,4,4.6667
7-391,Phi-3,openbook,5,5,5,5.0
9-858,Phi-3,openbook,5,5,5,5.0
9-440,Phi-3,openbook,2,3,1,2.0
8-57,Phi-3,openbook,3,4,2,3.0
163,Phi-3,openbook,4,4,3,3.6667
7-884,Phi-3,openbook,5,5,3,4.3333
9-437,Phi-3,openbook,4,4,2,3.3333
8-41,Phi-3,openbook,2,2,1,1.6667
8-179,Phi-3,openbook,5,5,5,5.0
8-63,Phi-3,openbook,4,3,3,3.3333
8-463,Phi-3,openbook,5,5,5,5.0
7-1128,Phi-3,openbook,3,4,2,3.0
1129,Phi-3,openbook,3,4,1,2.6667
1674,Phi-3,openbook,2,1,1,1.3333
636,Phi-3,openbook,2,3,1,2.0
7-238,Phi-3,openbook,4,5,2,3.6667
9-35,Phi-3,openbook,2,2,1,1.6667
7-903,Phi-3,openbook,4,3,3,3.3333
1345,Phi-3,openbook,3,4,2,3.0
1204,Phi-3,openbook,5,5,4,4.6667
1184,Phi-3,openbook,5,5,5,5.0
1545,Phi-3,openbook,5,5,5,5.0
1189,Phi-3,openbook,5,5,4,4.6667
7-100,Phi-3,openbook,4,5,3,4.0
1756,Phi-3,openbook,5,4,5,4.6667
7-107,Phi-3,openbook,5,5,5,5.0
889,Phi-3,openbook,3,2,3,2.6667
9-942,Phi-3,openbook,2,2,2,2.0
7-394,Phi-3,openbook,3,3,2,2.6667
9-1180,Phi-3,openbook,4,4,3,3.6667
7-160,Phi-3,openbook,4,5,3,4.0
8-257,Phi-3,openbook,4,5,3,4.0
9-575,Phi-3,openbook,4,3,3,3.3333
404,Phi-3,openbook,1,1,1,1.0
9-877,Phi-3,openbook,4,4,2,3.3333
7-372,Phi-3,openbook,2,2,2,2.0
9-1186,Phi-3,openbook,5,5,5,5.0
8-464,Phi-3,openbook,4,5,2,3.6667
1309,Phi-3,openbook,4,4,2,3.3333
9-528,Phi-3,openbook,4,5,2,3.6667
9-1087,Phi-3,openbook,5,5,2,4.0
9-1134,Phi-3,openbook,2,3,1,2.0
1835,Phi-3,openbook,5,3,4,4.0
7-852,Phi-3,openbook,2,3,1,2.0
1955,Phi-3,openbook,4,4,2,3.3333
1568,Phi-3,openbook,5,5,5,5.0
9-32,Phi-3,openbook,3,4,1,2.6667
9-317,Phi-3,openbook,5,5,5,5.0
767,Phi-3,openbook,5,5,5,5.0
810,Phi-3,openbook,3,4,2,3.0
8-69,Phi-3,openbook,5,5,5,5.0
485,Phi-3,openbook,5,5,5,5.0
9-322,Phi-3,openbook,5,5,4,4.6667
8-201,Phi-3,openbook,4,4,3,3.6667
9-573,Phi-3,openbook,3,3,1,2.3333
7-902,Phi-3,openbook,3,3,1,2.3333
8-346,Phi-3,openbook,2,2,1,1.6667
8-130,Phi-3,openbook,5,5,2,4.0
1709,Phi-3,openbook,5,5,3,4.3333
"Is the following sentence plausible? ""Sterling Shepard converted the first down.""",Phi-3,sports,2,2,1,1.6667
"Is the following sentence plausible? ""James Karinchak worked a full count.""",Phi-3,sports,2,1,2,1.6667
"Is the following sentence plausible? ""Domantas Sabonis gained five yards in the AFC championship.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Joao Moutinho was out at third.""",Phi-3,sports,3,3,3,3.0
"Is the following sentence plausible? ""Ryan Fitzpatrick scored a touchdown.""",Phi-3,sports,4,4,3,3.6667
"Is the following sentence plausible? ""Tyreek Hill caught the screen pass.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Tom Brady converted the first down.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Deshaun Watson took a corner kick.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Malcolm Brogdon drove into the restricted area in the Eastern Conference Finals.""",Phi-3,sports,2,1,1,1.3333
"Is the following sentence plausible? ""Frederik Andersen took a three.""",Phi-3,sports,4,4,3,3.6667
