instance_id,model,dataset,coherence,plausibility,completeness,composite_score
Mercury_400811,Mistral-7B,arc-challenge,4,4,3,3.6667
Mercury_7027405,Mistral-7B,arc-challenge,5,5,4,4.6667
Mercury_416645,Mistral-7B,arc-challenge,2,2,1,1.6667
Mercury_7271758,Mistral-7B,arc-challenge,3,4,1,2.6667
AKDE&ED_2008_4_19,Mistral-7B,arc-challenge,2,3,1,2.0
AIMS_2009_8_14,Mistral-7B,arc-challenge,1,1,1,1.0
Mercury_SC_413624,Mistral-7B,arc-challenge,4,4,3,3.6667
Mercury_7142415,Mistral-7B,arc-challenge,5,5,4,4.6667
Mercury_SC_408324,Mistral-7B,arc-challenge,5,5,5,5.0
Mercury_7252753,Mistral-7B,arc-challenge,4,5,2,3.6667
MCAS_2006_9_44,Mistral-7B,arc-challenge,2,2,1,1.6667
Mercury_7116288,Mistral-7B,arc-challenge,4,5,3,4.0
Mercury_7082845,Mistral-7B,arc-challenge,3,3,2,2.6667
Mercury_414352,Mistral-7B,arc-challenge,2,2,1,1.6667
NYSEDREGENTS_2008_8_11,Mistral-7B,arc-challenge,4,4,2,3.3333
Mercury_184975,Mistral-7B,arc-challenge,2,3,1,2.0
Mercury_SC_402638,Mistral-7B,arc-challenge,5,5,4,4.6667
Mercury_7271128,Mistral-7B,arc-challenge,5,5,5,5.0
TIMSS_1995_8_N2,Mistral-7B,arc-challenge,3,4,1,2.6667
MCAS_2011_8_15365,Mistral-7B,arc-challenge,1,1,1,1.0
Mercury_SC_402994,Mistral-7B,arc-challenge,3,3,1,2.3333
Mercury_183820,Mistral-7B,arc-challenge,3,4,1,2.6667
Mercury_SC_413549,Mistral-7B,arc-challenge,3,3,3,3.0
Mercury_7162400,Mistral-7B,arc-challenge,2,2,1,1.6667
Mercury_185325,Mistral-7B,arc-challenge,5,5,5,5.0
Mercury_7086660,Mistral-7B,arc-challenge,3,3,2,2.6667
Mercury_LBS10610,Mistral-7B,arc-challenge,3,3,1,2.3333
Mercury_SC_401372,Mistral-7B,arc-challenge,5,5,5,5.0
MDSA_2007_8_17,Mistral-7B,arc-challenge,5,5,5,5.0
Mercury_SC_408366,Mistral-7B,arc-challenge,2,2,1,1.6667
Mercury_SC_407070,Mistral-7B,arc-challenge,2,2,1,1.6667
MCAS_2004_9_2,Mistral-7B,arc-challenge,5,5,4,4.6667
7-664,Mistral-7B,openbook,5,5,5,5.0
8-165,Mistral-7B,openbook,3,4,2,3.0
1300,Mistral-7B,openbook,4,5,3,4.0
648,Mistral-7B,openbook,2,3,1,2.0
268,Mistral-7B,openbook,5,5,5,5.0
1160,Mistral-7B,openbook,2,2,1,1.6667
1032,Mistral-7B,openbook,5,5,4,4.6667
7-1108,Mistral-7B,openbook,3,3,2,2.6667
1923,Mistral-7B,openbook,5,5,4,4.6667
9-298,Mistral-7B,openbook,4,4,2,3.3333
508,Mistral-7B,openbook,4,3,2,3.0
326,Mistral-7B,openbook,3,4,2,3.0
9-18,Mistral-7B,openbook,5,5,4,4.6667
9-368,Mistral-7B,openbook,5,5,5,5.0
9-149,Mistral-7B,openbook,5,5,5,5.0
1215,Mistral-7B,openbook,3,3,1,2.3333
9-1030,Mistral-7B,openbook,2,2,1,1.6667
9-44,Mistral-7B,openbook,4,5,2,3.6667
7-891,Mistral-7B,openbook,2,3,1,2.0
1161,Mistral-7B,openbook,3,4,2,3.0
406,Mistral-7B,openbook,2,2,1,1.6667
8-79,Mistral-7B,openbook,4,5,2,3.6667
7-479,Mistral-7B,openbook,4,5,4,4.3333
1924,Mistral-7B,openbook,5,4,4,4.3333
9-1102,Mistral-7B,openbook,4,4,4,4.0
880,Mistral-7B,openbook,2,2,2,2.0
9-937,Mistral-7B,openbook,2,3,1,2.0
7-942,Mistral-7B,openbook,4,5,2,3.6667
28,Mistral-7B,openbook,3,3,3,3.0
1942,Mistral-7B,openbook,2,3,1,2.0
7-444,Mistral-7B,openbook,5,5,3,4.3333
9-409,Mistral-7B,openbook,2,2,1,1.6667
745,Mistral-7B,openbook,3,4,1,2.6667
8-343,Mistral-7B,openbook,2,2,1,1.6667
7-807,Mistral-7B,openbook,2,2,1,1.6667
9-230,Mistral-7B,openbook,2,3,1,2.0
9-633,Mistral-7B,openbook,5,5,4,4.6667
158,Mistral-7B,openbook,5,5,5,5.0
1702,Mistral-7B,openbook,4,4,2,3.3333
378,Mistral-7B,openbook,4,4,2,3.3333
8-491,Mistral-7B,openbook,3,4,1,2.6667
7-52,Mistral-7B,openbook,4,4,3,3.6667
9-519,Mistral-7B,openbook,5,5,4,4.6667
9-416,Mistral-7B,openbook,3,3,3,3.0
9-655,Mistral-7B,openbook,3,3,1,2.3333
1272,Mistral-7B,openbook,3,4,2,3.0
8-49,Mistral-7B,openbook,5,5,4,4.6667
9-30,Mistral-7B,openbook,3,4,1,2.6667
7-1050,Mistral-7B,openbook,2,3,1,2.0
9-501,Mistral-7B,openbook,3,4,1,2.6667
9-491,Mistral-7B,openbook,3,3,3,3.0
48,Mistral-7B,openbook,3,4,1,2.6667
279,Mistral-7B,openbook,5,5,4,4.6667
9-1163,Mistral-7B,openbook,2,2,2,2.0
1618,Mistral-7B,openbook,5,5,4,4.6667
1759,Mistral-7B,openbook,2,3,1,2.0
7-988,Mistral-7B,openbook,4,4,2,3.3333
8-107,Mistral-7B,openbook,4,5,2,3.6667
9-1053,Mistral-7B,openbook,4,4,3,3.6667
8-93,Mistral-7B,openbook,2,2,1,1.6667
9-510,Mistral-7B,openbook,4,4,3,3.6667
9-908,Mistral-7B,openbook,5,5,4,4.6667
9-24,Mistral-7B,openbook,2,3,2,2.3333
7-999,Mistral-7B,openbook,2,3,1,2.0
769,Mistral-7B,openbook,3,3,3,3.0
7-50,Mistral-7B,openbook,4,5,2,3.6667
9-540,Mistral-7B,openbook,3,4,2,3.0
520,Mistral-7B,openbook,2,3,1,2.0
9-350,Mistral-7B,openbook,3,3,1,2.3333
7-671,Mistral-7B,openbook,3,3,1,2.3333
7-284,Mistral-7B,openbook,5,5,3,4.3333
7-1044,Mistral-7B,openbook,5,5,5,5.0
429,Mistral-7B,openbook,3,4,1,2.6667
397,Mistral-7B,openbook,1,1,2,1.3333
8-308,Mistral-7B,openbook,2,3,1,2.0
7-1122,Mistral-7B,openbook,3,4,1,2.6667
1787,Mistral-7B,openbook,5,5,4,4.6667
8-205,Mistral-7B,openbook,2,3,1,2.0
7-49,Mistral-7B,openbook,4,5,3,4.0
9-983,Mistral-7B,openbook,5,5,4,4.6667
1426,Mistral-7B,openbook,2,3,1,2.0
1297,Mistral-7B,openbook,2,2,1,1.6667
9-79,Mistral-7B,openbook,3,4,2,3.0
9-1166,Mistral-7B,openbook,4,5,3,4.0
9-597,Mistral-7B,openbook,3,3,2,2.6667
8-304,Mistral-7B,openbook,4,5,2,3.6667
591,Mistral-7B,openbook,5,5,3,4.3333
570,Mistral-7B,openbook,4,4,3,3.6667
8-35,Mistral-7B,openbook,3,4,1,2.6667
9-73,Mistral-7B,openbook,5,5,5,5.0
788,Mistral-7B,openbook,5,5,5,5.0
9-637,Mistral-7B,openbook,4,4,2,3.3333
75,Mistral-7B,openbook,4,4,3,3.6667
9-110,Mistral-7B,openbook,5,5,4,4.6667
1200,Mistral-7B,openbook,2,2,1,1.6667
568,Mistral-7B,openbook,3,3,3,3.0
9-227,Mistral-7B,openbook,3,3,3,3.0
1530,Mistral-7B,openbook,3,3,3,3.0
1911,Mistral-7B,openbook,3,3,3,3.0
9-1164,Mistral-7B,openbook,3,3,3,3.0
898,Mistral-7B,openbook,3,3,3,3.0
9-674,Mistral-7B,openbook,3,3,3,3.0
7-1132,Mistral-7B,openbook,3,3,3,3.0
7-1159,Mistral-7B,openbook,3,3,3,3.0
1023,Mistral-7B,openbook,4,4,3,3.6667
8-333,Mistral-7B,openbook,2,2,1,1.6667
7-1140,Mistral-7B,openbook,2,3,1,2.0
7-171,Mistral-7B,openbook,4,4,2,3.3333
8-260,Mistral-7B,openbook,1,1,1,1.0
9-774,Mistral-7B,openbook,5,5,4,4.6667
1139,Mistral-7B,openbook,5,5,3,4.3333
9-463,Mistral-7B,openbook,3,3,1,2.3333
9-179,Mistral-7B,openbook,5,5,4,4.6667
473,Mistral-7B,openbook,5,5,5,5.0
7-203,Mistral-7B,openbook,4,5,2,3.6667
9-504,Mistral-7B,openbook,2,2,1,1.6667
9-675,Mistral-7B,openbook,4,5,2,3.6667
7-1197,Mistral-7B,openbook,4,4,3,3.6667
7-725,Mistral-7B,openbook,2,3,1,2.0
8-318,Mistral-7B,openbook,3,3,1,2.3333
7-333,Mistral-7B,openbook,2,3,2,2.3333
437,Mistral-7B,openbook,3,3,3,3.0
170,Mistral-7B,openbook,2,3,1,2.0
1231,Mistral-7B,openbook,2,2,1,1.6667
9-229,Mistral-7B,openbook,2,2,1,1.6667
9-159,Mistral-7B,openbook,3,3,1,2.3333
8-378,Mistral-7B,openbook,5,5,4,4.6667
9-1139,Mistral-7B,openbook,4,4,3,3.6667
1095,Mistral-7B,openbook,5,5,5,5.0
9-199,Mistral-7B,openbook,2,2,1,1.6667
8-135,Mistral-7B,openbook,5,5,4,4.6667
229,Mistral-7B,openbook,2,2,1,1.6667
9-988,Mistral-7B,openbook,2,3,1,2.0
8-445,Mistral-7B,openbook,3,3,1,2.3333
1611,Mistral-7B,openbook,4,4,2,3.3333
8-53,Mistral-7B,openbook,3,4,2,3.0
7-1018,Mistral-7B,openbook,3,4,1,2.6667
7-157,Mistral-7B,openbook,4,5,3,4.0
9-163,Mistral-7B,openbook,4,4,3,3.6667
9-271,Mistral-7B,openbook,5,5,5,5.0
82,Mistral-7B,openbook,2,2,1,1.6667
9-786,Mistral-7B,openbook,2,3,2,2.3333
395,Mistral-7B,openbook,4,5,2,3.6667
9-124,Mistral-7B,openbook,2,2,1,1.6667
9-418,Mistral-7B,openbook,3,4,2,3.0
8-393,Mistral-7B,openbook,4,5,2,3.6667
761,Mistral-7B,openbook,4,4,3,3.6667
785,Mistral-7B,openbook,4,4,3,3.6667
1582,Mistral-7B,openbook,4,4,2,3.3333
8-125,Mistral-7B,openbook,4,5,2,3.6667
7-823,Mistral-7B,openbook,3,3,2,2.6667
8-466,Mistral-7B,openbook,2,2,2,2.0
266,Mistral-7B,openbook,4,3,3,3.3333
1577,Mistral-7B,openbook,3,2,2,2.3333
758,Mistral-7B,openbook,5,5,5,5.0
9-757,Mistral-7B,openbook,3,2,2,2.3333
9-794,Mistral-7B,openbook,4,4,3,3.6667
9-393,Mistral-7B,openbook,5,3,3,3.6667
7-140,Mistral-7B,openbook,4,5,3,4.0
8-59,Mistral-7B,openbook,5,5,5,5.0
7-677,Mistral-7B,openbook,5,5,5,5.0
9-29,Mistral-7B,openbook,3,3,3,3.0
7-445,Mistral-7B,openbook,4,5,2,3.6667
8-45,Mistral-7B,openbook,5,5,4,4.6667
7-511,Mistral-7B,openbook,4,4,2,3.3333
9-993,Mistral-7B,openbook,5,5,5,5.0
7-71,Mistral-7B,openbook,4,5,2,3.6667
359,Mistral-7B,openbook,3,4,1,2.6667
530,Mistral-7B,openbook,5,4,3,4.0
132,Mistral-7B,openbook,5,5,4,4.6667
9-187,Mistral-7B,openbook,3,3,3,3.0
7-391,Mistral-7B,openbook,3,4,2,3.0
9-858,Mistral-7B,openbook,5,5,4,4.6667
9-440,Mistral-7B,openbook,3,3,2,2.6667
8-57,Mistral-7B,openbook,2,3,1,2.0
163,Mistral-7B,openbook,3,3,2,2.6667
7-884,Mistral-7B,openbook,4,4,3,3.6667
9-437,Mistral-7B,openbook,3,4,1,2.6667
8-41,Mistral-7B,openbook,2,3,1,2.0
8-179,Mistral-7B,openbook,5,5,3,4.3333
8-63,Mistral-7B,openbook,2,3,1,2.0
8-463,Mistral-7B,openbook,5,5,3,4.3333
7-1128,Mistral-7B,openbook,4,4,3,3.6667
1129,Mistral-7B,openbook,4,5,2,3.6667
1674,Mistral-7B,openbook,2,2,2,2.0
636,Mistral-7B,openbook,3,4,2,3.0
7-238,Mistral-7B,openbook,4,5,3,4.0
9-35,Mistral-7B,openbook,2,2,1,1.6667
7-903,Mistral-7B,openbook,3,4,2,3.0
1345,Mistral-7B,openbook,5,5,5,5.0
1204,Mistral-7B,openbook,3,3,3,3.0
1184,Mistral-7B,openbook,4,4,3,3.6667
1545,Mistral-7B,openbook,2,2,1,1.6667
1189,Mistral-7B,openbook,3,4,1,2.6667
7-100,Mistral-7B,openbook,5,5,5,5.0
1756,Mistral-7B,openbook,5,5,5,5.0
7-107,Mistral-7B,openbook,2,2,1,1.6667
889,Mistral-7B,openbook,2,2,1,1.6667
9-942,Mistral-7B,openbook,2,2,1,1.6667
7-394,Mistral-7B,openbook,4,5,2,3.6667
9-1180,Mistral-7B,openbook,4,5,4,4.3333
7-160,Mistral-7B,openbook,3,4,3,3.3333
8-257,Mistral-7B,openbook,3,4,1,2.6667
9-575,Mistral-7B,openbook,1,1,1,1.0
404,Mistral-7B,openbook,3,3,1,2.3333
9-877,Mistral-7B,openbook,4,4,3,3.6667
7-372,Mistral-7B,openbook,2,2,1,1.6667
9-1186,Mistral-7B,openbook,3,4,1,2.6667
8-464,Mistral-7B,openbook,4,4,3,3.6667
1309,Mistral-7B,openbook,3,3,1,2.3333
9-528,Mistral-7B,openbook,3,4,1,2.6667
9-1087,Mistral-7B,openbook,3,3,3,3.0
9-1134,Mistral-7B,openbook,2,3,1,2.0
1835,Mistral-7B,openbook,5,5,4,4.6667
7-852,Mistral-7B,openbook,5,5,3,4.3333
1955,Mistral-7B,openbook,2,3,1,2.0
