instance_id,model,dataset,coherence,plausibility,completeness,composite_score
Mercury_414099,LLaMA-3-8B,arc-challenge,5,5,3,4.3333
Mercury_7137165,LLaMA-3-8B,arc-challenge,5,5,4,4.6667
ACTAAP_2011_5_16,LLaMA-3-8B,arc-challenge,5,5,4,4.6667
MEA_2010_8_1,LLaMA-3-8B,arc-challenge,5,5,4,4.6667
Mercury_415093,LLaMA-3-8B,arc-challenge,3,4,2,3.0
Mercury_SC_412374,LLaMA-3-8B,arc-challenge,3,4,1,2.6667
MEAP_2005_8_21,LLaMA-3-8B,arc-challenge,2,2,1,1.6667
Mercury_407327,LLaMA-3-8B,arc-challenge,4,4,2,3.3333
Mercury_SC_407610,LLaMA-3-8B,arc-challenge,5,5,5,5.0
Mercury_7068513,LLaMA-3-8B,arc-challenge,5,5,4,4.6667
ACTAAP_2014_5_8,LLaMA-3-8B,arc-challenge,5,5,5,5.0
TAKS_2009_5_26,LLaMA-3-8B,arc-challenge,5,5,4,4.6667
FCAT_2008_5_2,LLaMA-3-8B,arc-challenge,4,5,2,3.6667
Mercury_SC_416529,LLaMA-3-8B,arc-challenge,4,4,3,3.6667
Mercury_185010,LLaMA-3-8B,arc-challenge,4,4,3,3.6667
Mercury_SC_401277,LLaMA-3-8B,arc-challenge,4,4,2,3.3333
Mercury_406550,LLaMA-3-8B,arc-challenge,5,5,3,4.3333
Mercury_402501,LLaMA-3-8B,arc-challenge,3,3,3,3.0
ACTAAP_2009_7_8,LLaMA-3-8B,arc-challenge,2,2,1,1.6667
MCAS_2005_5_25,LLaMA-3-8B,arc-challenge,5,5,5,5.0
Mercury_7013965,LLaMA-3-8B,arc-challenge,4,5,3,4.0
Mercury_SC_400383,LLaMA-3-8B,arc-challenge,3,4,1,2.6667
Mercury_178325,LLaMA-3-8B,arc-challenge,4,5,3,4.0
Mercury_180373,LLaMA-3-8B,arc-challenge,4,5,2,3.6667
Mercury_7171605,LLaMA-3-8B,arc-challenge,4,4,3,3.6667
TIMSS_1995_8_J1,LLaMA-3-8B,arc-challenge,4,5,2,3.6667
Mercury_SC_401272,LLaMA-3-8B,arc-challenge,5,5,5,5.0
Mercury_7058415,LLaMA-3-8B,arc-challenge,5,5,5,5.0
AKDE&ED_2008_8_53,LLaMA-3-8B,arc-challenge,5,5,5,5.0
Mercury_409115,LLaMA-3-8B,arc-challenge,2,2,1,1.6667
MCAS_2014_8_20,LLaMA-3-8B,arc-challenge,3,3,1,2.3333
Mercury_7026355,LLaMA-3-8B,arc-challenge,5,5,4,4.6667
Mercury_7218820,LLaMA-3-8B,arc-challenge,5,5,4,4.6667
Mercury_405947,LLaMA-3-8B,arc-challenge,3,3,1,2.3333
TAKS_2009_8_32,LLaMA-3-8B,arc-challenge,5,5,5,5.0
AIMS_2008_8_6,LLaMA-3-8B,arc-challenge,5,5,5,5.0
Mercury_SC_400059,LLaMA-3-8B,arc-challenge,5,3,4,4.0
Mercury_7056858,LLaMA-3-8B,arc-challenge,5,5,4,4.6667
Mercury_SC_400701,LLaMA-3-8B,arc-challenge,3,3,2,2.6667
TIMSS_2003_4_pg7,LLaMA-3-8B,arc-challenge,5,5,5,5.0
Mercury_406777,LLaMA-3-8B,arc-challenge,5,5,4,4.6667
MEA_2016_8_12,LLaMA-3-8B,arc-challenge,4,4,2,3.3333
TIMSS_2011_8_pg102,LLaMA-3-8B,arc-challenge,5,5,5,5.0
MDSA_2009_8_2,LLaMA-3-8B,arc-challenge,5,5,5,5.0
Mercury_402145,LLaMA-3-8B,arc-challenge,4,4,3,3.6667
Mercury_SC_416155,LLaMA-3-8B,arc-challenge,3,4,2,3.0
Mercury_SC_413299,LLaMA-3-8B,arc-challenge,5,5,5,5.0
AIMS_2009_4_5,LLaMA-3-8B,arc-challenge,4,4,1,3.0
Mercury_7263375,LLaMA-3-8B,arc-challenge,3,3,3,3.0
Mercury_7029803,LLaMA-3-8B,arc-challenge,3,3,3,3.0
Mercury_7168805,LLaMA-3-8B,arc-challenge,5,4,3,4.0
Mercury_410669,LLaMA-3-8B,arc-challenge,5,3,4,4.0
Mercury_7215845,LLaMA-3-8B,arc-challenge,5,5,5,5.0
Mercury_400699,LLaMA-3-8B,arc-challenge,3,3,3,3.0
MEAP_2005_8_39,LLaMA-3-8B,arc-challenge,5,5,5,5.0
Mercury_7247013,LLaMA-3-8B,arc-challenge,3,4,2,3.0
Mercury_7216248,LLaMA-3-8B,arc-challenge,2,3,2,2.3333
Mercury_7057173,LLaMA-3-8B,arc-challenge,3,3,1,2.3333
Mercury_SC_405533,LLaMA-3-8B,arc-challenge,5,5,5,5.0
LEAP_2000_8_4,LLaMA-3-8B,arc-challenge,5,5,5,5.0
Mercury_7186358,LLaMA-3-8B,arc-challenge,3,3,1,2.3333
MCAS_2004_9_15-v1,LLaMA-3-8B,arc-challenge,5,5,5,5.0
AKDE&ED_2008_8_47,LLaMA-3-8B,arc-challenge,5,5,5,5.0
NYSEDREGENTS_2015_4_29,LLaMA-3-8B,arc-challenge,4,4,2,3.3333
Mercury_7099330,LLaMA-3-8B,arc-challenge,3,3,2,2.6667
Mercury_409301,LLaMA-3-8B,arc-challenge,4,4,3,3.6667
Mercury_SC_405726,LLaMA-3-8B,arc-challenge,4,5,2,3.6667
Mercury_SC_401818,LLaMA-3-8B,arc-challenge,3,4,2,3.0
Mercury_7016765,LLaMA-3-8B,arc-challenge,1,1,1,1.0
Mercury_7086695,LLaMA-3-8B,arc-challenge,2,2,1,1.6667
Mercury_400500,LLaMA-3-8B,arc-challenge,4,5,2,3.6667
Mercury_410807,LLaMA-3-8B,arc-challenge,4,4,2,3.3333
Mercury_7210473,LLaMA-3-8B,arc-challenge,5,5,3,4.3333
Mercury_7107170,LLaMA-3-8B,arc-challenge,4,4,3,3.6667
Mercury_7206938,LLaMA-3-8B,arc-challenge,3,3,1,2.3333
Mercury_SC_400708,LLaMA-3-8B,arc-challenge,4,5,2,3.6667
Mercury_7228725,LLaMA-3-8B,arc-challenge,4,4,3,3.6667
TIMSS_2007_8_pg60,LLaMA-3-8B,arc-challenge,5,5,5,5.0
Mercury_7027160,LLaMA-3-8B,arc-challenge,2,2,2,2.0
Mercury_7109463,LLaMA-3-8B,arc-challenge,4,5,3,4.0
TIMSS_2011_4_pg27,LLaMA-3-8B,arc-challenge,5,5,5,5.0
Mercury_7103600,LLaMA-3-8B,arc-challenge,3,3,1,2.3333
Mercury_7166425,LLaMA-3-8B,arc-challenge,5,5,5,5.0
Mercury_412202,LLaMA-3-8B,arc-challenge,5,1,5,3.6667
TAKS_2009_8_36,LLaMA-3-8B,arc-challenge,2,2,3,2.3333
Mercury_7141610,LLaMA-3-8B,arc-challenge,5,5,5,5.0
Mercury_SC_415407,LLaMA-3-8B,arc-challenge,5,5,5,5.0
Mercury_7249708,LLaMA-3-8B,arc-challenge,5,5,4,4.6667
Mercury_7024465,LLaMA-3-8B,arc-challenge,3,3,3,3.0
Mercury_7212678,LLaMA-3-8B,arc-challenge,5,5,4,4.6667
Mercury_SC_406725,LLaMA-3-8B,arc-challenge,3,3,3,3.0
Mercury_409647,LLaMA-3-8B,arc-challenge,4,5,2,3.6667
Mercury_LBS11018,LLaMA-3-8B,arc-challenge,5,5,3,4.3333
Mercury_7139878,LLaMA-3-8B,arc-challenge,2,2,1,1.6667
NYSEDREGENTS_2010_4_4,LLaMA-3-8B,arc-challenge,2,2,1,1.6667
Mercury_7210245,LLaMA-3-8B,arc-challenge,3,3,1,2.3333
Mercury_400407,LLaMA-3-8B,arc-challenge,5,5,5,5.0
AKDE&ED_2008_4_25,LLaMA-3-8B,arc-challenge,4,4,3,3.6667
Mercury_7212993,LLaMA-3-8B,arc-challenge,5,5,4,4.6667
Mercury_7097493,LLaMA-3-8B,arc-challenge,5,5,2,4.0
Mercury_7270393,LLaMA-3-8B,arc-challenge,2,2,1,1.6667
Mercury_7201740,LLaMA-3-8B,arc-challenge,4,5,2,3.6667
Mercury_SC_414041,LLaMA-3-8B,arc-challenge,3,2,2,2.3333
Mercury_7182245,LLaMA-3-8B,arc-challenge,2,2,2,2.0
Mercury_SC_401366,LLaMA-3-8B,arc-challenge,3,4,1,2.6667
Mercury_412681,LLaMA-3-8B,arc-challenge,3,4,1,2.6667
Mercury_7102323,LLaMA-3-8B,arc-challenge,5,5,3,4.3333
Mercury_407260,LLaMA-3-8B,arc-challenge,4,4,2,3.3333
Mercury_7250058,LLaMA-3-8B,arc-challenge,4,5,2,3.6667
Mercury_SC_401278,LLaMA-3-8B,arc-challenge,2,2,2,2.0
NYSEDREGENTS_2008_8_30,LLaMA-3-8B,arc-challenge,5,5,4,4.6667
Mercury_7084665,LLaMA-3-8B,arc-challenge,4,5,2,3.6667
Mercury_400687,LLaMA-3-8B,arc-challenge,5,5,5,5.0
Mercury_SC_401290,LLaMA-3-8B,arc-challenge,4,4,2,3.3333
Mercury_7043820,LLaMA-3-8B,arc-challenge,5,5,5,5.0
Mercury_SC_401116,LLaMA-3-8B,arc-challenge,5,5,5,5.0
MCAS_2005_9_17,LLaMA-3-8B,arc-challenge,5,5,5,5.0
AKDE&ED_2008_8_7,LLaMA-3-8B,arc-challenge,4,4,2,3.3333
Mercury_405873,LLaMA-3-8B,arc-challenge,5,5,4,4.6667
MDSA_2009_5_20,LLaMA-3-8B,arc-challenge,4,5,2,3.6667
Mercury_7215828,LLaMA-3-8B,arc-challenge,5,5,2,4.0
Mercury_7093153,LLaMA-3-8B,arc-challenge,5,5,5,5.0
Mercury_7234308,LLaMA-3-8B,arc-challenge,3,3,3,3.0
MCAS_2003_5_33,LLaMA-3-8B,arc-challenge,4,4,2,3.3333
Mercury_7127943,LLaMA-3-8B,arc-challenge,1,1,1,1.0
Mercury_401699,LLaMA-3-8B,arc-challenge,5,5,5,5.0
LEAP_2007_8_10417,LLaMA-3-8B,arc-challenge,3,4,1,2.6667
Mercury_SC_409171,LLaMA-3-8B,arc-challenge,4,4,2,3.3333
Mercury_7235638,LLaMA-3-8B,arc-challenge,4,4,3,3.6667
Mercury_406136,LLaMA-3-8B,arc-challenge,5,5,5,5.0
Mercury_SC_405086,LLaMA-3-8B,arc-challenge,4,4,2,3.3333
TIMSS_2007_8_pg109,LLaMA-3-8B,arc-challenge,5,5,3,4.3333
MCAS_2003_8_11,LLaMA-3-8B,arc-challenge,5,5,5,5.0
MCAS_2005_5_34,LLaMA-3-8B,arc-challenge,2,2,1,1.6667
Mercury_400877,LLaMA-3-8B,arc-challenge,4,4,3,3.6667
Mercury_7252088,LLaMA-3-8B,arc-challenge,3,4,2,3.0
Mercury_403234,LLaMA-3-8B,arc-challenge,4,4,2,3.3333
Mercury_404894,LLaMA-3-8B,arc-challenge,4,4,3,3.6667
Mercury_7221655,LLaMA-3-8B,arc-challenge,4,5,3,4.0
Mercury_SC_402029,LLaMA-3-8B,arc-challenge,4,4,2,3.3333
Mercury_7034843,LLaMA-3-8B,arc-challenge,4,5,3,4.0
Mercury_7094290,LLaMA-3-8B,arc-challenge,2,2,2,2.0
Mercury_400811,LLaMA-3-8B,arc-challenge,4,4,3,3.6667
Mercury_7027405,LLaMA-3-8B,arc-challenge,4,5,2,3.6667
Mercury_416645,LLaMA-3-8B,arc-challenge,4,5,3,4.0
Mercury_7271758,LLaMA-3-8B,arc-challenge,4,4,3,3.6667
AKDE&ED_2008_4_19,LLaMA-3-8B,arc-challenge,3,4,1,2.6667
AIMS_2009_8_14,LLaMA-3-8B,arc-challenge,3,3,3,3.0
Mercury_SC_413624,LLaMA-3-8B,arc-challenge,5,5,4,4.6667
Mercury_7142415,LLaMA-3-8B,arc-challenge,5,5,5,5.0
Mercury_SC_408324,LLaMA-3-8B,arc-challenge,4,5,2,3.6667
Mercury_7252753,LLaMA-3-8B,arc-challenge,3,3,1,2.3333
MCAS_2006_9_44,LLaMA-3-8B,arc-challenge,2,2,1,1.6667
Mercury_7116288,LLaMA-3-8B,arc-challenge,5,5,4,4.6667
Mercury_7082845,LLaMA-3-8B,arc-challenge,3,3,2,2.6667
Mercury_414352,LLaMA-3-8B,arc-challenge,5,5,5,5.0
NYSEDREGENTS_2008_8_11,LLaMA-3-8B,arc-challenge,5,5,4,4.6667
Mercury_184975,LLaMA-3-8B,arc-challenge,4,4,2,3.3333
Mercury_SC_402638,LLaMA-3-8B,arc-challenge,3,4,2,3.0
Mercury_7271128,LLaMA-3-8B,arc-challenge,5,5,5,5.0
TIMSS_1995_8_N2,LLaMA-3-8B,arc-challenge,3,4,1,2.6667
MCAS_2011_8_15365,LLaMA-3-8B,arc-challenge,4,4,3,3.6667
Mercury_SC_402994,LLaMA-3-8B,arc-challenge,2,2,3,2.3333
Mercury_183820,LLaMA-3-8B,arc-challenge,3,4,1,2.6667
Mercury_SC_413549,LLaMA-3-8B,arc-challenge,3,3,3,3.0
Mercury_7162400,LLaMA-3-8B,arc-challenge,5,5,3,4.3333
Mercury_185325,LLaMA-3-8B,arc-challenge,5,5,5,5.0
Mercury_7086660,LLaMA-3-8B,arc-challenge,5,5,5,5.0
Mercury_LBS10610,LLaMA-3-8B,arc-challenge,4,4,3,3.6667
Mercury_SC_401372,LLaMA-3-8B,arc-challenge,3,4,1,2.6667
MDSA_2007_8_17,LLaMA-3-8B,arc-challenge,5,5,5,5.0
Mercury_SC_408366,LLaMA-3-8B,arc-challenge,2,2,1,1.6667
Mercury_SC_407070,LLaMA-3-8B,arc-challenge,2,2,2,2.0
MCAS_2004_9_2,LLaMA-3-8B,arc-challenge,5,5,5,5.0
7-664,LLaMA-3-8B,openbook,5,5,4,4.6667
8-165,LLaMA-3-8B,openbook,4,4,3,3.6667
1300,LLaMA-3-8B,openbook,5,5,3,4.3333
648,LLaMA-3-8B,openbook,3,3,1,2.3333
268,LLaMA-3-8B,openbook,5,5,3,4.3333
1160,LLaMA-3-8B,openbook,4,5,4,4.3333
1032,LLaMA-3-8B,openbook,5,5,5,5.0
7-1108,LLaMA-3-8B,openbook,2,2,1,1.6667
1923,LLaMA-3-8B,openbook,5,5,4,4.6667
9-298,LLaMA-3-8B,openbook,3,4,1,2.6667
508,LLaMA-3-8B,openbook,5,5,4,4.6667
326,LLaMA-3-8B,openbook,5,5,3,4.3333
9-18,LLaMA-3-8B,openbook,4,5,3,4.0
9-368,LLaMA-3-8B,openbook,2,1,1,1.3333
9-149,LLaMA-3-8B,openbook,2,2,1,1.6667
1215,LLaMA-3-8B,openbook,5,3,3,3.6667
9-1030,LLaMA-3-8B,openbook,3,3,1,2.3333
9-44,LLaMA-3-8B,openbook,4,4,2,3.3333
7-891,LLaMA-3-8B,openbook,4,4,3,3.6667
1161,LLaMA-3-8B,openbook,4,5,2,3.6667
406,LLaMA-3-8B,openbook,3,3,3,3.0
8-79,LLaMA-3-8B,openbook,5,5,4,4.6667
7-479,LLaMA-3-8B,openbook,4,4,3,3.6667
1924,LLaMA-3-8B,openbook,3,4,2,3.0
9-1102,LLaMA-3-8B,openbook,4,4,4,4.0
880,LLaMA-3-8B,openbook,4,3,3,3.3333
9-937,LLaMA-3-8B,openbook,5,5,4,4.6667
7-942,LLaMA-3-8B,openbook,4,4,3,3.6667
28,LLaMA-3-8B,openbook,3,3,2,2.6667
1942,LLaMA-3-8B,openbook,4,5,2,3.6667
7-444,LLaMA-3-8B,openbook,5,5,4,4.6667
9-409,LLaMA-3-8B,openbook,2,2,1,1.6667
745,LLaMA-3-8B,openbook,2,2,1,1.6667
8-343,LLaMA-3-8B,openbook,4,5,3,4.0
7-807,LLaMA-3-8B,openbook,5,5,2,4.0
9-230,LLaMA-3-8B,openbook,3,2,2,2.3333
9-633,LLaMA-3-8B,openbook,4,5,3,4.0
158,LLaMA-3-8B,openbook,2,2,1,1.6667
1702,LLaMA-3-8B,openbook,5,5,4,4.6667
378,LLaMA-3-8B,openbook,4,4,3,3.6667
8-491,LLaMA-3-8B,openbook,2,2,1,1.6667
7-52,LLaMA-3-8B,openbook,5,5,3,4.3333
9-519,LLaMA-3-8B,openbook,2,1,2,1.6667
9-416,LLaMA-3-8B,openbook,4,5,3,4.0
9-655,LLaMA-3-8B,openbook,5,5,4,4.6667
1272,LLaMA-3-8B,openbook,4,5,2,3.6667
8-49,LLaMA-3-8B,openbook,4,5,2,3.6667
9-30,LLaMA-3-8B,openbook,5,4,5,4.6667
7-1050,LLaMA-3-8B,openbook,4,4,3,3.6667
9-501,LLaMA-3-8B,openbook,2,2,1,1.6667
9-491,LLaMA-3-8B,openbook,4,4,3,3.6667
48,LLaMA-3-8B,openbook,4,4,4,4.0
279,LLaMA-3-8B,openbook,3,3,2,2.6667
9-1163,LLaMA-3-8B,openbook,5,5,4,4.6667
1618,LLaMA-3-8B,openbook,4,5,3,4.0
1759,LLaMA-3-8B,openbook,5,5,3,4.3333
7-988,LLaMA-3-8B,openbook,3,4,1,2.6667
8-107,LLaMA-3-8B,openbook,5,5,3,4.3333
9-1053,LLaMA-3-8B,openbook,4,4,3,3.6667
8-93,LLaMA-3-8B,openbook,2,2,1,1.6667
9-510,LLaMA-3-8B,openbook,5,5,4,4.6667
9-908,LLaMA-3-8B,openbook,3,4,2,3.0
9-24,LLaMA-3-8B,openbook,4,5,3,4.0
7-999,LLaMA-3-8B,openbook,5,5,3,4.3333
769,LLaMA-3-8B,openbook,3,4,2,3.0
7-50,LLaMA-3-8B,openbook,3,4,1,2.6667
9-540,LLaMA-3-8B,openbook,4,5,2,3.6667
520,LLaMA-3-8B,openbook,3,4,1,2.6667
9-350,LLaMA-3-8B,openbook,2,1,2,1.6667
7-671,LLaMA-3-8B,openbook,5,5,3,4.3333
7-284,LLaMA-3-8B,openbook,3,4,2,3.0
7-1044,LLaMA-3-8B,openbook,5,5,4,4.6667
429,LLaMA-3-8B,openbook,2,2,1,1.6667
397,LLaMA-3-8B,openbook,4,4,2,3.3333
8-308,LLaMA-3-8B,openbook,4,4,3,3.6667
7-1122,LLaMA-3-8B,openbook,3,3,3,3.0
1787,LLaMA-3-8B,openbook,3,4,1,2.6667
8-205,LLaMA-3-8B,openbook,4,4,3,3.6667
7-49,LLaMA-3-8B,openbook,4,4,3,3.6667
9-983,LLaMA-3-8B,openbook,4,5,2,3.6667
1426,LLaMA-3-8B,openbook,5,5,5,5.0
1297,LLaMA-3-8B,openbook,2,2,1,1.6667
9-79,LLaMA-3-8B,openbook,3,3,1,2.3333
9-1166,LLaMA-3-8B,openbook,3,4,1,2.6667
9-597,LLaMA-3-8B,openbook,4,4,2,3.3333
8-304,LLaMA-3-8B,openbook,3,4,2,3.0
591,LLaMA-3-8B,openbook,4,5,3,4.0
570,LLaMA-3-8B,openbook,2,2,1,1.6667
8-35,LLaMA-3-8B,openbook,2,2,1,1.6667
9-73,LLaMA-3-8B,openbook,5,5,3,4.3333
788,LLaMA-3-8B,openbook,5,5,5,5.0
9-637,LLaMA-3-8B,openbook,4,4,3,3.6667
75,LLaMA-3-8B,openbook,3,2,2,2.3333
9-110,LLaMA-3-8B,openbook,3,3,2,2.6667
1200,LLaMA-3-8B,openbook,5,5,3,4.3333
568,LLaMA-3-8B,openbook,3,3,1,2.3333
9-227,LLaMA-3-8B,openbook,3,3,1,2.3333
1530,LLaMA-3-8B,openbook,1,1,1,1.0
1911,LLaMA-3-8B,openbook,5,5,4,4.6667
9-1164,LLaMA-3-8B,openbook,2,2,2,2.0
898,LLaMA-3-8B,openbook,4,5,2,3.6667
9-674,LLaMA-3-8B,openbook,4,4,2,3.3333
7-1132,LLaMA-3-8B,openbook,5,5,5,5.0
7-1159,LLaMA-3-8B,openbook,4,4,2,3.3333
1023,LLaMA-3-8B,openbook,2,2,1,1.6667
8-333,LLaMA-3-8B,openbook,3,3,1,2.3333
7-1140,LLaMA-3-8B,openbook,2,2,1,1.6667
7-171,LLaMA-3-8B,openbook,4,4,1,3.0
8-260,LLaMA-3-8B,openbook,1,1,1,1.0
9-774,LLaMA-3-8B,openbook,5,5,4,4.6667
1139,LLaMA-3-8B,openbook,2,2,1,1.6667
9-463,LLaMA-3-8B,openbook,3,2,3,2.6667
9-179,LLaMA-3-8B,openbook,5,5,3,4.3333
473,LLaMA-3-8B,openbook,4,4,2,3.3333
7-203,LLaMA-3-8B,openbook,4,5,2,3.6667
9-504,LLaMA-3-8B,openbook,2,2,2,2.0
9-675,LLaMA-3-8B,openbook,5,5,4,4.6667
7-1197,LLaMA-3-8B,openbook,5,5,4,4.6667
7-725,LLaMA-3-8B,openbook,2,2,2,2.0
8-318,LLaMA-3-8B,openbook,5,5,4,4.6667
7-333,LLaMA-3-8B,openbook,4,4,2,3.3333
437,LLaMA-3-8B,openbook,2,2,2,2.0
170,LLaMA-3-8B,openbook,4,4,2,3.3333
1231,LLaMA-3-8B,openbook,2,1,2,1.6667
9-229,LLaMA-3-8B,openbook,2,2,1,1.6667
9-159,LLaMA-3-8B,openbook,3,3,1,2.3333
8-378,LLaMA-3-8B,openbook,4,5,2,3.6667
9-1139,LLaMA-3-8B,openbook,3,3,2,2.6667
1095,LLaMA-3-8B,openbook,3,3,3,3.0
9-199,LLaMA-3-8B,openbook,2,2,2,2.0
8-135,LLaMA-3-8B,openbook,5,5,4,4.6667
229,LLaMA-3-8B,openbook,4,4,3,3.6667
9-988,LLaMA-3-8B,openbook,3,3,1,2.3333
8-445,LLaMA-3-8B,openbook,2,3,1,2.0
1611,LLaMA-3-8B,openbook,4,4,3,3.6667
8-53,LLaMA-3-8B,openbook,3,3,2,2.6667
7-1018,LLaMA-3-8B,openbook,4,4,3,3.6667
7-157,LLaMA-3-8B,openbook,5,5,4,4.6667
9-163,LLaMA-3-8B,openbook,5,5,5,5.0
9-271,LLaMA-3-8B,openbook,3,4,3,3.3333
82,LLaMA-3-8B,openbook,5,5,4,4.6667
9-786,LLaMA-3-8B,openbook,2,3,2,2.3333
395,LLaMA-3-8B,openbook,4,5,1,3.3333
9-124,LLaMA-3-8B,openbook,2,2,2,2.0
9-418,LLaMA-3-8B,openbook,3,4,1,2.6667
8-393,LLaMA-3-8B,openbook,5,5,3,4.3333
761,LLaMA-3-8B,openbook,4,5,2,3.6667
785,LLaMA-3-8B,openbook,4,4,3,3.6667
1582,LLaMA-3-8B,openbook,2,2,2,2.0
8-125,LLaMA-3-8B,openbook,4,4,2,3.3333
7-823,LLaMA-3-8B,openbook,2,2,1,1.6667
8-466,LLaMA-3-8B,openbook,4,4,3,3.6667
266,LLaMA-3-8B,openbook,3,3,2,2.6667
1577,LLaMA-3-8B,openbook,1,1,1,1.0
758,LLaMA-3-8B,openbook,4,4,3,3.6667
9-757,LLaMA-3-8B,openbook,3,3,1,2.3333
9-794,LLaMA-3-8B,openbook,3,3,2,2.6667
9-393,LLaMA-3-8B,openbook,5,5,2,4.0
7-140,LLaMA-3-8B,openbook,4,4,3,3.6667
8-59,LLaMA-3-8B,openbook,4,4,5,4.3333
7-677,LLaMA-3-8B,openbook,5,5,4,4.6667
9-29,LLaMA-3-8B,openbook,5,5,4,4.6667
7-445,LLaMA-3-8B,openbook,5,5,3,4.3333
8-45,LLaMA-3-8B,openbook,5,5,5,5.0
7-511,LLaMA-3-8B,openbook,4,4,3,3.6667
9-993,LLaMA-3-8B,openbook,5,5,5,5.0
7-71,LLaMA-3-8B,openbook,5,5,4,4.6667
359,LLaMA-3-8B,openbook,5,5,4,4.6667
530,LLaMA-3-8B,openbook,2,3,1,2.0
